sku	asin	price	quantity
22760100	B071ZC79JV	37.99	9
22761100	B0725T9CY5	64.99	5
22762100	B07172FFCQ	34.99	14
22763100	B0711W1KN2	64.99	7
22765100	B0728F51P1	25.99	8
22766100	B07237JNPW	39.99	9
22767100	B07172FF3N	34.99	11
22768100	B07172FF4K	32.99	10
22769100	B071HYTL2F	17.99	61
22772100	B071FD3HZ4	19.99	12
22775100	B072PR2XKJ	37.99	13
22779100	B0725T9CYX	39.99	8
22780100	B071ZC79JZ	39.99	7
22782100	B07172FF4G	69.99	8
22783100	B071ZC79K3	69.99	15
22784100	B0725T9CZ6	44.99	6
22789100	B0711B994X	19.99	13
22790100	B072F2GYWJ	29.99	49
22795100	B071VCCJDJ	39.99	7
22797100	B071HYTL1V	39.99	9
22798100	B071VCCH1Z	19.99	15
22799100	B072HMMKQ8	19.99	13
22814100	B071LKKBCH	19.99	12
22815100	B071ZC7FPB	27.99	10
22816100	B0728F51ZQ	29.99	7
22818100	B072BZXYCM	24.99	9
22820100	B072J8G1KG	24.99	8
22821100	B071ZC7HPB	19.99	9
22824100	B07172FFW9	27.99	8
22827100	B071L5XQMF	69.99	7
22828100	B07258V218	59.99	7
22834100	B06WVHZ41X	79.99	11
22836100	B06WPBQPK5	79.99	10
22851100	B071P55YQZ	79.99	12
22852100	B071LKKBCB	34.99	10
22860100	B0714Q9Z9C	64.99	11
22861100	B072C8KDZN	84.99	10
22862100	B07237JNK8	99.99	11
22863100	B07179YZPG	109.99	7
22865100	B0719WKLSK	39.99	8
22866100	B07B7YBFGC	19.99	9
22882100	B07FNTN4KT	49.99	9
22883100	B07FNTN4KS	49.99	32
22884100	B07FNMXFN7	37.99	20
22885100	B07FQHX3TM	44.99	2
22899100	B07B5GLRJY	24.99	11
22908100	B07B5F91TJ	19.99	8
22925100	B07BB1SCXS	39.99	21
22926100	B07BB8G867	39.99	21
22943100	B07BB5MTT5	29.99	8
22944100	B07BB1S6G3	29.99	8
22946100	B07B9SQFWK	24.99	8
22949100	B07DM3996W	69.99	3
22950100	B07C9NY2CH	19.99	17
22957100	B07KTZZWFJ	39.99	9
22960100	B07CCDQ9QK	19.99	6
22962100	B07C58HPWH	17.99	4
22963100	B07KV1G58H	39.99	9
22971100	B07FP1X869	27.99	8
22972100	B07FP6QNLW	49.99	14
22973100	B07FP6QRCL	44.99	12
22974100	B07CTPJSNS	54.99	9
22975100	B07FNWD338	54.99	14
22976100	B07CTMF5CF	54.99	9
22977100	B07CTPJWNG	49.99	12
22978100	B07CTPJ6K7	49.99	8
22979100	B07CTPJQDJ	49.99	13
22980100	B07FP6QRBJ	44.99	7
22981100	B07FNMXK5B	44.99	13
22982100	B07FNTSDC2	44.99	10
22984100	B07C4TCXZ7	19.99	9
22986100	B07CTPJWNX	39.99	13
22987100	B07BMVQKY4	49.99	6
22989100	B07CFY5RNG	19.99	9
22990100	B07C5BGKNH	19.99	8
22991100	B07C5BK7SY	19.99	9
23062100	B07C8S8L8Y	29.99	8
23063100	B07C5CYW79	29.99	15
23070100	B07PKCSRRY	69.99	6
23072100	B07BMY81S8	27.99	9
23073100	B07BN2B3TV	39.99	8
23074100	B07C8X9S8W	54.99	9
23075100	B07BMY8CXN	27.99	9
23076100	B07BMY6L22	39.99	9
23077100	B07BN1SP9X	54.99	10
23078100	B07BN2DZ4Q	27.99	8
23080100	B07BN284BQ	54.99	8
23081100	B07C8XXZLR	27.99	10
23082100	B07BMY81SC	39.99	10
23083100	B07BMY6PP2	54.99	11
23084100	B07C8XBSBT	27.99	8
23085100	B07BMY7ZBF	39.99	8
23086100	B07BN2CVPQ	27.99	7
23087100	B07CD8ZD9K	39.99	10
23088100	B07BMY7ZBN	27.99	7
23089100	B07C8XYLQX	39.99	8
23090100	B07BM2139Q	29.99	10
23091100	B07C8S8L91	39.99	10
23092100	B07BM1ZS9P	54.99	11
23093100	B07BM219MX	29.99	9
23094100	B07C8S75MH	39.99	10
23095100	B07BM213B8	54.99	13
23096100	B07BM1VD45	29.99	9
23097100	B07BM1VRCM	39.99	11
23098100	B07C8SC2KM	54.99	7
23099100	B07C8J9QN4	29.99	10
23100100	B07C8J9N3X	39.99	12
23101100	B07BM21MB1	29.99	20
23102100	B07C8S9PX3	39.99	10
23103100	B07C8S87JX	29.99	10
23104100	B07BLZSTHT	39.99	7
23105100	B07BLZTB65	19.99	11
23106100	B07C8J9KZ9	19.99	10
23107100	B07C56Y2BP	19.99	10
23108100	B07C58HQND	19.99	13
23109100	B07C5BGCQH	29.99	7
23110100	B07C58MDND	19.99	9
23112100	B07CFZ4W38	19.99	8
23113100	B07CCDPNZH	29.99	7
23114100	B07C5CSZFQ	39.99	7
23115100	B07C56TQQG	19.99	13
23119100	B07C58MDN6	29.99	7
23120100	B07CFYYKLZ	19.99	11
23121100	B07C5CYZXV	29.99	7
23122100	B07BMYRFNL	24.99	10
23123100	B07BMVQRRX	24.99	9
23124100	B07BMVQKYL	24.99	14
23149100	B07B5BQ5Q6	19.99	7
23150100	B07B57FJZ2	19.99	11
23151100	B07B5GD8MD	19.99	11
23153100	B07B5BQ56G	19.99	9
23154100	B07B57PRZ5	19.99	14
23155100	B07B5BLFYH	19.99	13
23156100	B07B57PRZ7	19.99	7
23160100	B07B5GDC85	19.99	12
23161100	B07B57FJYB	19.99	8
23162100	B07B5BLFXZ	19.99	11
23163100	B07B57Q4XP	19.99	11
23164100	B07B5GDC88	19.99	7
23169100	B077GXYGQD	44.99	8
23174100	B07B5HFR3Q	19.99	7
23176100	B07DM6LXDD	27.99	16
23178100	B07G3LNF9L	39.99	6
23179100	B07C5BG8GQ	69.99	9
23180100	B07C58HQS9	69.99	12
23182100	B07B5GLG7K	19.99	12
23183100	B07B57PWL7	19.99	12
23184100	B07C5CT65Q	29.99	8
23185100	B07B57Q4ZB	24.99	11
23186100	B07BSK7Q74	24.99	9
23187100	B07C5BK7PH	24.99	7
23188100	B07C56Y41V	34.99	12
23189100	B07BSC86RV	24.99	7
23190100	B07C5CT2DK	24.99	9
23191100	B07C5CYWB2	24.99	10
23192100	B07C5BGPB8	24.99	10
23193100	B07C5CPLMJ	24.99	8
23194100	B07CCDQH8K	24.99	7
23195100	B07C5BGLF7	24.99	10
23196100	B07BSB4X3V	24.99	8
23203100	B07B5FTXWR	19.99	8
23207100	B07C8JDDSB	19.99	7
23212100	B07FNTMWJX	49.99	8
23213100	B07CT2DM2T	24.99	12
23214100	B07CTVVP9Y	24.99	8
23218100	B07B9W5CV4	24.99	10
23222100	B07C5BGLDT	19.99	12
23224100	B07CFY5RNJ	25.99	7
23236100	B07CCDPNVY	19.99	6
23240100	B07B5BLFDV	19.99	10
23244100	B07B5GLG66	19.99	8
23247100	B07C4TLVLL	19.99	5
23248100	B07B5F91V7	34.99	13
23253100	B07CFZ4VZV	19.99	3
23256100	B07B5BPQHB	19.99	13
23259100	B07B5F91TG	19.99	6
23261100	B07FPMTY4X	17.99	11
23262100	B07CCDH9QW	19.99	7
23265100	B07FPVP6S7	19.99	10
23268100	B07C5CPBFV	19.99	13
23271100	B07C5CZ2C4	19.99	9
23274100	B07C5BGCQK	19.99	5
23277100	B07C5BGGMY	21.99	10
23281100	B07CFY5RNC	21.99	6
23284100	B07PJCTLQ8	54.99	7
23285100	B07PH8335L	59.99	8
23286100	B07PH82RMP	69.99	8
23287100	B07C5CPBJQ	19.99	13
23289100	B07C58KG4G	17.99	7
23290100	B07C58KG6V	17.99	12
2329100	B000Z3DL9E	49.99	20
23291100	B07CCDH9RY	27.99	8
23293100	B07C5CPBHW	17.99	8
23294100	B07C5CYSGP	17.99	10
23295100	B07C56XZWR	27.99	7
23298100	B07CCDQH7N	21.99	9
23302100	B07C56Y3X9	21.99	9
23305100	B07C5BKHQ5	21.99	9
23308100	B07CCDQH8P	24.99	7
23310100	B07C4TLLR8	21.99	13
23311100	B07CFYS4PB	17.99	11
23312100	B07C56Y294	29.99	9
23314100	B07CCDQH95	17.99	6
23316100	B07CCDQRGH	24.99	8
23318100	B07C5BK939	17.99	10
23320100	B07C5BGCR5	24.99	10
23322100	B07CFZ4W39	21.99	7
23323100	B07C56TQM8	17.99	20
23324100	B07C5CYW99	21.99	10
23325100	B07C5BK7N7	39.99	9
23327100	B07C5BK7QS	19.99	7
23328100	B07C5BGGN5	49.99	10
23330100	B07C56Y29F	17.99	10
23331100	B07C5CPLML	29.99	12
23334100	B07C5BGP8G	19.99	7
23335100	B07C5CT61H	39.99	9
23338100	B07C4TCXSW	19.99	9
23339100	B07C4TCXSV	39.99	6
23341100	B07C5CPBJR	24.99	7
23342100	B07CFZ4W1P	24.99	6
23343100	B07C4TCXS9	24.99	7
23344100	B07CVGKTCK	29.99	6
2335100	B001AI1H9O	19.99	64
23353100	B07FPP4JB9	39.99	11
23354100	B07FPY8B46	17.99	112
23356100	B07FPVTLVN	24.99	5
23361100	B07B5GXTKR	21.99	53
23362100	B07B4GDGV9	21.99	10
23363100	B07B5C2QHM	21.99	12
23383100	B07C5CT2KM	34.99	8
23390100	B002HEI4LO	39.99	7
23391100	B07CTN4BQC	39.99	8
23392100	B07C5CPBKZ	17.99	9
23394100	B07C58HPBM	29.99	9
23395100	B07C5CT2HQ	39.99	7
23396100	B07C5CYWB1	19.99	7
23397100	B07C4TCXXJ	39.99	8
23398100	B07BSK878F	39.99	10
23403100	B07FNWTKKN	21.99	9
23404100	B07FNWWZ1J	27.99	7
23405100	B07FQL7CGZ	19.99	10
23406100	B07FQL7CH4	24.99	11
23407100	B07FNRCPJY	49.99	8
23408100	B07FQHXQJX	24.99	6
23409100	B07FNWR4N2	27.99	6
23410100	B07FPBSLH4	32.99	7
23411100	B07FNY6DMB	17.99	10
23412100	B07FP6GH4T	24.99	7
23413100	B07FNWRBLB	21.99	8
23414100	B07FPB8HMZ	29.99	8
23417100	B07FNY68WT	21.99	12
23418100	B07FNRCPK7	27.99	8
23419100	B07FNWWZKL	19.99	9
23420100	B07FNY6G4P	24.99	8
23421100	B07FQL3GB7	49.99	27
23422100	B07FP1269T	24.99	5
23423100	B07FP12952	27.99	8
23424100	B07FNR6Z57	32.99	10
23425100	B07FNWWZKS	17.99	7
23426100	B07FP15SVY	24.99	6
23427100	B07FNWTKLN	21.99	10
23428100	B07FNWR4NM	29.99	9
23430100	B07C5BKHL5	17.99	10
23438100	B07CFY5RJP	49.99	7
23443100	B07FP5LWTF	27.99	11
23444100	B07FNTMWKY	39.99	11
23445100	B07FNTTCY2	39.99	8
23449100	B07NX2X66L	59.99	4
23450100	B07NWXLDQF	79.99	7
23451100	B07NWY7HJV	59.99	6
23452100	B07NWXLDQN	79.99	5
23453100	B07NWXDBRZ	49.99	8
23454100	B07NWVYGGD	64.99	9
23480100	B07GSBC7WB	19.99	11
23481100	B07GS7HYZ3	19.99	12
23482100	B07GS55DFC	19.99	23
23483100	B07GS548M8	19.99	33
23484100	B07GS85L5V	19.99	37
23485100	B07GS955BS	19.99	41
23486100	B07GS7HYZR	19.99	10
23487100	B07GS955B8	19.99	9
23488100	B07GSBDKMR	19.99	18
23492100	B07GSBDKLX	24.99	14
23493100	B07GS55RX1	24.99	18
23494100	B07GSBDKM8	24.99	23
23500100	B07G372F98	24.99	10
2350100	B00H4NWYH8	19.99	7
23501100	B07G375139	49.99	12
23511100	B07MCCBJRJ	17.99	4
23512100	B07MM4Z6D8	25.99	9
23514100	B07M7NFLJY	25.99	21
23515100	B07MFYG43D	29.99	8
23516100	B07MM51HK7	59.99	7
23517100	B07MCCB8DG	49.99	7
23518100	B07MSM35ZK	39.99	8
23519100	B07M7NF962	54.99	8
23520100	B07MCCC1SP	29.99	10
23522100	B07MQDTC2J	49.99	7
23523100	B07MSMZL8H	35.99	10
23524100	B07M7ND61M	17.99	8
23525100	B07GS55TSJ	19.99	10
23526100	B07GSGBRPS	19.99	9
23528100	B07PKBWRNM	19.99	10
23529100	B07PKCTSYV	19.99	11
23530100	B07Q68SXGV	39.99	10
23531100	B07PKDGNNW	29.99	14
23532100	B07G3PY9Q4	29.99	2
23533100	B07G3FKY75	29.99	5
23534100	B07G3S35L3	29.99	16
23535100	B07PDMW35Q	17.99	5
23537100	B07G3FKTKT	29.99	16
23538100	B07PH835B7	27.99	8
23539100	B07G372YGD	29.99	12
23553100	B07PH82F2W	39.99	8
23554100	B07PKDPXX5	17.99	5
23565100	B07NXH2KYQ	24.99	5
23567100	B07N6RVG7Y	54.99	9
23568100	B07PKCW7SS	54.99	10
23569100	B07Q32T97W	54.99	7
23570100	B07PJCF7RV	54.99	9
23571100	B07N6SK1HF	54.99	8
23572100	B07PJCTCQ7	54.99	11
23573100	B07N6RW6V7	54.99	18
23574100	B07PKG4DV9	54.99	8
23575100	B07PJCTC3X	54.99	11
23576100	B07PH838KK	54.99	9
23577100	B07PF5H6NC	54.99	4
23578100	B07PKHRH5F	54.99	11
23583100	B07NW6YV63	19.99	2
23589100	B07NW5171S	19.99	8
23595100	B07PH837W1	19.99	4
23596100	B07PH82TVS	25.99	5
23599100	B07PGT18WR	17.99	9
23602100	B07PK3319B	17.99	9
23605100	B07PGT16CP	17.99	13
23608100	B07PL5SQ44	17.99	9
23611100	B07P66THWT	17.99	3
23616100	B07PJCSY1Y	24.99	7
23617100	B07PH82XR3	24.99	12
23618100	B07PKFH1YK	24.99	14
23621100	B07PL453M2	19.99	3
23624100	B07PK31SRR	19.99	3
23627100	B07PDQKNMP	19.99	6
23633100	B07P74XRCH	17.99	3
23636100	B07PFNGJP9	19.99	3
23639100	B07PFNF6WG	19.99	11
23642100	B07PHXQ8S8	19.99	4
23646100	B07PHXP7VN	19.99	8
23650100	B07PGSZY8B	19.99	2
23658100	B07PFNGJNG	19.99	9
23659100	B07NW4VQQZ	17.99	15
23665100	B07PHXPWR3	19.99	8
23669100	B07PGT1FFT	19.99	6
23673100	B07PK31SRN	19.99	6
23677100	B07PKBNTRX	19.99	5
23681100	B07PKG7XZK	19.99	4
23685100	B07PBJZ5CZ	19.99	4
23691100	B07PDQLMP8	17.99	9
23697100	B07PJCR538	17.99	5
23698100	B07PJ9FBRB	29.99	13
23703100	B07NW546ST	19.99	3
23704100	B07NW5C8CM	19.99	10
23705100	B07Q68CS7J	34.99	9
23706100	B07PKGB8QM	99.99	13
23707100	B07PKDR4R7	119.99	10
23709100	B07NW4RTX5	49.99	8
2371100	B00D43DB3S	19.99	13
23711100	B07PF5GVYV	39.99	9
23713100	B07PH82XBB	69.99	6
23714100	B07PKDSMZR	99.99	3
23715100	B07PJCBZ2H	29.99	7
23716100	B07PKDVF2B	29.99	8
23721100	B07NW7W2MJ	39.99	3
23722100	B07NW7NGS9	49.99	4
2373100	B00ESX5KR8	29.99	12
23745100	B07PH838LX	34.99	7
23752100	B07PJCTQ6Y	19.99	6
23755100	B07PDQLMQ4	24.99	5
23758100	B07PDQMTT4	24.99	4
23761100	B07PHXP3KQ	24.99	12
23764100	B07PKGB8QN	23.99	7
23767100	B07PG3M86W	23.99	7
23770100	B07PKCMN55	23.99	8
23772100	B07PF5GYXT	29.99	11
23773100	B07PKFD1KX	27.99	11
23774100	B07PJCT9HL	27.99	11
23775100	B07PJCRZM2	59.99	5
23776100	B07PKD22FM	59.99	16
23777100	B07PKF29LR	54.99	11
23778100	B07PKF5LFV	54.99	19
23779100	B07PJCTQW3	54.99	14
23780100	B07PKGWBPB	49.99	14
23781100	B07PKF1CK7	29.99	10
23797100	B07PKDXD5B	19.99	15
23799100	B07NQV8CJD	24.99	6
23800100	B07NQNSJJM	24.99	6
23803100	B07PG3MBWZ	24.99	17
23804100	B07PJCT6CM	19.99	10
23817100	B07NQVM722	24.99	14
23818100	B07NQWYHMV	24.99	7
23822100	B07NQV1M28	24.99	9
23824100	B07PKF45H6	19.99	8
23825100	B07PJCTGQW	19.99	8
23826100	B07PG3M6W5	39.99	7
23828100	B07N6WHDLV	59.99	13
23829100	B07N6RVRJ2	37.99	12
23830100	B07N6TSXTQ	39.99	10
23831100	B07PNP6ZCV	69.99	31
23835100	B07PG3M8XV	24.99	10
23836100	B07PJCT2ZV	24.99	11
23837100	B07PF5H185	29.99	14
23838100	B07PG3M18Y	24.99	6
23839100	B07PKDKQ3N	37.99	11
23840100	B07PKDX62Z	37.99	6
23847100	B07PJC8SSN	17.99	18
23848100	B07PG3L5ND	19.99	12
23849100	B07PK9NHX6	17.99	17
23850100	B07PH832LN	24.99	18
23851100	B07PH835K1	24.99	18
23853100	B07PF5H187	27.99	16
23854100	B07PG3M1NP	27.99	16
23856100	B07PKHLBB5	27.99	19
23858100	B07PKG62YP	19.99	8
23861100	B07R3WRLN8	29.99	17
23865100	B07PG3M21Q	29.99	8
23866100	B07PKGWRV9	29.99	20
23867100	B07PKBTMDL	19.99	17
23868100	B07PJCSK52	19.99	22
23869100	B07PJBXXX4	49.99	3
23870100	B07PKCKK8T	49.99	3
23871100	B07PKGPC1L	49.99	7
23874100	B07RYBK7XP	17.99	7
23876100	B07R2F58ZL	19.99	11
23877100	B07QZ3WC6V	27.99	3
23878100	B07R2F529B	24.99	7
23879100	B07R3FVNTZ	29.99	10
23880100	B07R2F5VCS	29.99	9
23881100	B07R4W18NS	24.99	6
23882100	B07R2F5VCN	29.99	9
23885100	B07R3WT9RY	17.99	9
23886100	B07R17MFWD	29.99	11
23893100	B07R4WS6V7	24.99	8
23894100	B07PG3M21N	24.99	7
23895100	B07PKCK9VB	29.99	8
23896100	B07PKFDFLR	24.99	4
23897100	B07PKG1NMV	29.99	7
23898100	B07PJCTF52	29.99	6
23899100	B07PG3M6LW	69.99	7
23900100	B07PH831MD	24.99	7
23901100	B07PG3LZ5Y	49.99	8
23902100	B07PKH4T7V	39.99	5
23903100	B07PH83369	34.99	6
23904100	B07PJCSGQ1	34.99	5
23905100	B07PKBZ3DF	34.99	8
23906100	B07PKDDTV8	27.99	3
23909100	B07PJCTHX2	27.99	7
23910100	B07PKF2NLZ	27.99	9
23911100	B07PH82BGP	29.99	7
23913100	B07PG3LZ3Y	29.99	7
23914100	B07PKF9PJP	29.99	8
23915100	B07PKCVYGP	29.99	11
23921100	B07R5BJGJ8	19.99	4
23928100	B07PKDV2WX	99.99	8
23985100	B07PG3M2JS	19.99	13
24012100	B07P8966LS	17.99	2
24015100	B07P8966PC	17.99	3
24018100	B07PDQMTV4	17.99	11
24026100	B07S4M6WF3	39.99	3
24027100	B07PKCVYGQ	49.99	16
24028100	B07PG3M5ZZ	49.99	13
24029100	B07PKC9YXJ	49.99	13
24030100	B07PJCJ4V5	49.99	15
24031100	B07PG3M6P2	29.99	8
24032100	B07R3WY6C6	19.99	13
24035100	B07PG3LCY7	17.99	7
2511910100	B00576BRP4	29.99	7
2521100500	B000CN9MXQ	29.99	7
2521120500	B003VUTM1Y	29.99	10
2521206500	B004IUHLXW	29.99	9
2521280100	B001FDERS2	29.99	124
2521310100	B00576BSN0	29.99	43
2521320100	B00576BSYO	29.99	48
2521343100	B00BQTY5S2	29.99	8
2521380100	B00576BT20	29.99	40
2521381500	B005HI85WK	29.99	11
2521406100	B00576BSSK	29.99	14
2521420100	B00KX174J6	29.99	136
2521433500	B00KZDSY32	29.99	16
2521434500	B008FR48MG	29.99	13
2521435500	B009WNXV3E	29.99	9
2521436500	B00AER3JAM	29.99	11
2521450100	B00J5ARVL2	29.99	16
2521451100	B00J5ARVI0	29.99	21
2521455500	B00NW8LER0	29.99	11
2521457500	B00KPTZ6N2	29.99	7
2521467100	B00T81GZ38	29.99	51
2521471500	B019E3NEWE	29.99	9
2521474500	B016ORBG3C	29.99	6
2521475500	B01HMPGH3Y	29.99	11
2521480100	B01CSBH67S	29.99	211
2521481100	B01CUBVOM4	29.99	192
2521482100	B01CPHPKX2	29.99	26
2521483100	B01CUBVOD8	29.99	338
2521486500	B01GFQUJCQ	29.99	9
2521489500	B01K4LFDR4	29.99	10
2521492500	B01J86YEBC	29.99	8
2521494500	B07BLQXKN5	29.99	3
2521496100	B06WVM6YMX	29.99	93
2521497100	B06W5KYNNG	29.99	62
2521498100	B06VYBMSKF	39.99	11
2521499100	B06WVLHJVN	39.99	10
2521501500	B072JM56Z6	29.99	7
2521502100	B0791GX6V9	29.99	9
2521503100	B0791H1ZFD	29.99	8
2521505500	B071GZCX2M	29.99	5
2521507500	B071KLDWL5	29.99	6
2521509500	B07815HNM5	29.99	8
2521512500	B07KV2QWCT	29.99	8
2521514500	B07KV13D5D	29.99	9
2521515500	B07KV1V2KZ	29.99	11
25221100	B00RP0A15M	29.99	11
25223100	B00CIIVCV8	29.99	7
2712663100	B007JTE1OQ	29.99	17
2712917500	B00KPTZFG0	29.99	7
2712918100	B00J8KCD0I	29.99	4
2712920100	B00J5ARY28	29.99	8
2712935500	B019E3NFQ4	29.99	11
2712940500	B00KPTZHDG	29.99	65
2712943500	B01J86YNN6	29.99	9
2712947500	B072KSTPVL	29.99	7
2712948500	B07LB79BTR	29.99	2
2712949500	B07KTZQLDZ	29.99	10
2712953500	B07KTZWJH4	29.99	11
2712954500	B07KV1XTCS	29.99	25
2712971500	B019E3NFVO	29.99	2
2712974500	B01J86YUTI	29.99	9
2712989500	B01J86YURU	29.99	10
2713100100	B01CPHPMQM	59.99	13
2713150100	B06WVHZ7MW	59.99	9
2713151100	B07B6KG1PJ	59.99	48
2713200100	B01FFFH5WU	59.99	13
2713250100	B06X6N1BP8	59.99	15
2713300100	B07B6LBKR6	59.99	40
2713350100	B07B6JZXSL	59.99	15
2713500100	B06W59KDWS	39.99	8
2713550100	B06X6N19WC	39.99	10
2713600100	B06WVLHL2F	39.99	9
2713650100	B06VYBMV5V	39.99	23
2767010100	B00H4OBADG	49.99	9
2768010100	B0015LMK7E	29.99	14
27861500	B01H68Z11Q	29.99	12
3201010100	B000M38034	27.99	5
3201824100	B000M369SM	27.99	46
3208010100	B00008WZ1D	24.99	38
3208011100	B00008WZ1E	24.99	11
3303100	B00KZDTLT8	29.99	7
3318810100	B00KZDTMKG	27.99	39
336831100	B001IJLKDI	59.99	6
3440001100	B004E1XUKI	19.99	31
3440013100	B00576BM8Q	34.99	9
3440031100	B01C86RWJK	24.99	89
3440032100	B01C86RW7M	29.99	21
3440033100	B01C86RWZE	34.99	6
3440111100	B007PDLXL0	24.99	20
3440112100	B00576BLC8	29.99	11
3440113100	B00LL5SR6C	34.99	96
3440402100	B00D43DG4C	39.99	23
3440803100	B01CSBH3SA	19.99	5
3450110100	B00KLFBLGQ	39.99	7
3450111100	B00KLFBLR0	39.99	7
3450112100	B00H4NKFI8	39.99	13
3450113100	B00K4Z2JVE	29.99	26
3450114100	B01KAI9MF0	29.99	14
3450115100	B00K4Z2JO6	29.99	23
3450116100	B01FFFH6CO	29.99	31
3450117100	B01FFFH6RE	29.99	10
3450118100	B01FFFH5MK	39.99	10
3450119100	B01FFFH6A6	39.99	8
3450121100	B00K4Z2K2W	19.99	16
3572011500	B0056PQLI4	19.99	45
3619020500	B003V4RTNS	19.99	10
3620121100	B00K7XTAO2	19.99	15
3620125100	B00K7XTAHO	19.99	26
3620126100	B00K7XTI2G	19.99	29
3620127100	B00K7XTI8A	19.99	43
3656241100	B00066VV56	99.99	9
3656270100	B0034KYQ2Q	129.99	10
3656330100	B001TH8J60	17.99	11
3656340100	B001TH8J6A	17.99	23
3656350100	B001TH8J6U	29.99	21
3656360100	B001TH8J74	34.99	9
3656370100	B001TH8J6K	54.99	8
3656380100	B001TH8J7E	44.99	24
3656420100	B005HV0H1E	39.99	8
3656440100	B005HV0H6E	44.99	12
3656441100	B005HV0H96	37.99	17
3656450100	B005HV0H3M	24.99	11
3656480100	B00N4XO182	139.99	10
3656490100	B00K6FQ3AA	99.99	5
3656500100	B00K6FQ378	24.99	10
3656520100	B00K4Z2PJK	17.99	12
3656521100	B00K4Z2PSQ	19.99	11
3656530100	B00K6FQ3BY	89.99	7
3656540100	B00K6FQ3FK	79.99	9
3702100	B00KZDUW2S	19.99	121
3704500	B003WOW0XG	29.99	55
3726400100	B001AI5AGU	19.99	11
3743011100	B000M381CO	29.99	41
3770010100	B005X5CCW6	39.99	8
3770013100	B003RDSM2A	29.99	9
3772020100	B001AI1H26	49.99	7
3773052100	B003SLDY3S	59.99	5
377307500	B01EAUYK60	69.99	126
3774011100	B00K7YPYPU	49.99	18
3774012100	B001AI3O3Q	29.99	4
3774014100	B001AI1H3A	99.99	22
3774017500	B004IUHC9K	49.99	3
3774018100	B00NW84BNO	39.99	13
3774019100	B01EAULNQ0	79.99	11
3774020100	B00K7YPYSM	39.99	59
3774022100	B00K7YQ2JM	39.99	12
403407500	B0007VK2EG	24.99	8
4251010500	B0043CG1OK	29.99	9
43391500	B01EAUYNOO	49.99	9
4340030100	B0034KYPDG	34.99	39
4340031100	B002LLN7RO	29.99	18
4340033100	B002LLN7RY	34.99	14
4340034100	B01F5PMYM6	29.99	12
4364000100	B00K7XS8N6	49.99	94
4364100100	B00008WZ0Y	49.99	65
4364401100	B06X1GDPQF	19.99	16
4364500100	B00K7XSDP4	59.99	12
4364700100	B00J2KBKO4	79.99	7
4364800100	B00K7XSEE4	99.99	11
4364810100	B004T8CY7G	119.99	63
4380040500	B07DRBDSD7	24.99	34
4381630100	B07DRFHN1K	29.99	6
4381632100	B00H4NTNEA	34.99	15
4381634500	B00VV6PHKK	49.99	10
4381635500	B00VV6PHLY	69.99	100
4381640100	B000VZGEMW	34.99	15
43821010100	B00AHTRHBY	39.99	10
43821020100	B00AHTRHDW	44.99	5
4383010100	B000VJA2Y4	29.99	12
4468310100	B00KLF9T74	19.99	34
4900004100	B00ESX4QT6	69.99	9
4929070100	B00008WZ0K	44.99	12
4929121500	B002SZAYMO	59.99	16
4974010500	B0017J6XG8	29.99	17
50404100	B015YF5YBK	29.99	6
50405100	B015YF5YHO	29.99	10
50414100	B015YF5YNI	24.99	8
50415100	B015YF5YEM	24.99	9
50461100	B01D4JOHO8	39.99	7
50462100	B01D4JOHNY	39.99	9
50463100	B07B5GXRMW	39.99	7
50471100	B01D4JOMP2	29.99	8
50472100	B01D4JOMJI	29.99	8
50473100	B07B5GDC8S	29.99	6
50554100	B07GBD5PJ8	17.99	19
50555100	B07GBHYY48	17.99	9
50556100	B07GBHTPF5	17.99	23
50557100	B07GBSNCNL	17.99	22
50568100	B07HMZW359	19.99	51
50569100	B07HNCC138	19.99	44
50570100	B07HNC1NGR	19.99	60
50571100	B07HNC1V7L	19.99	48
50575100	B07GBD5HZ3	27.99	12
50576100	B07GBS83XT	27.99	13
50577100	B07GB7DPWJ	27.99	13
50578100	B07GBDB63N	27.99	23
50583100	B07GB7PFP5	24.99	15
50584100	B07GBRRBGJ	24.99	11
50585100	B07GBTVWJH	24.99	13
50589100	B07GBS83WX	29.99	14
50590100	B07GBVFV73	29.99	28
50591100	B07GBD9YNR	29.99	9
50592100	B07GBXFVYD	29.99	21
50600100	B01CUBBD0C	79.99	250
50601100	B07B5G4VH2	79.99	6
50610100	B07C798R7L	39.99	151
50611100	B07C7DPX6G	79.99	45
50613100	B07C7G1RDX	79.99	7
50614100	B07PKDKPGH	79.99	4
50615100	B07PH83595	19.99	13
50617100	B07PKFKL2H	29.99	3
50618100	B07PF5H1ZN	24.99	7
50620100	B07PH832CN	27.99	18
50702100	B07PKDZZ1D	79.99	9
50703100	B07PKDG9CZ	99.99	7
50704100	B07PH81V6C	49.99	3
50705100	B07PG3M6HM	99.99	4
50710100	B07PKFPFV5	49.99	4
50711100	B07PF5GVYW	69.99	7
50712100	B07PG3M2LH	99.99	8
50713100	B07PKDK8H8	99.99	7
50714100	B07PKDRBK5	49.99	7
50715100	B07PJCTDYT	99.99	7
5123004500	B00ANOT6C6	34.99	4
52601500	B017IUJ81G	19.99	40
526132500	B000RQ8EMI	19.99	6
52630100	B07BB9D9D5	24.99	23
