SKU,Qty Sold,GMV
"24365100","1","10,08 "
"54116800","4","50,39 "
"20882100","31","338,40 "
"23414100","2","50,40 "
"69272800","2","36,96 "
"22519100","15","88,11 "
"22091100","1","33,61 "
"8183100","13","32,66 "
"23762100","13","130,98 "
"80870500","29","243,46 "
"50616100","38","638,34 "
"23519100","1","46,21 "
"69424800","4","117,61 "
"50935100","1","12,60 "
"23297100","7","76,41 "
"22251100","1","29,40 "
"24022100","5","83,99 "
"24358100","9","151,18 "
"24354100","2","33,60 "
"21748100","1","46,21 "
"22369100","1","12,60 "
"8225100","1","8,40 "
"69449800","1","26,88 "
"85133500","56","234,82 "
"24086800","38","319,01 "
"22823100","3","32,75 "
"22247100","30","176,22 "
"23684100","2","13,43 "
"23671100","6","60,45 "
"5657041500","8","87,33 "
"54115800","20","251,93 "
"311020500","33","277,04 "
"23938100","1","8,40 "
"24233100","4","43,66 "
"69346800","1","19,32 "
"3440033100","2","58,81 "
"63056100","2","8,39 "
"53898100","2","50,40 "
"23926100","5","62,98 "
"105000100","7","88,18 "
"3930100500","2","20,15 "
"84710500","3","17,62 "
"88120500","5","126,01 "
"15103163100","3","7,54 "
"23867100","2","33,60 "
"19782100","14","35,18 "
"18414100","30","327,48 "
"23398100","3","100,82 "
"23868100","1","16,80 "
"54697100","11","73,86 "
"2015010100","1","33,61 "
"87960500","27","340,11 "
"19479100","2","5,87 "
"4476010100","6","20,12 "
"3450116100","5","126,01 "
"22405100","1","33,61 "
"8514500","654","7.139,06 "
"24083800","155","2.994,49 "
"20877100","1","16,80 "
"296302100","2","6,71 "
"591902500","2","25,19 "
"24145100","4","87,36 "
"87931500","10","83,87 "
"21934100","9","30,18 "
"47048100","53","266,78 "
"22558100","6","100,79 "
"20330100","1","5,03 "
"54660100","4","50,39 "
"23330100","2","30,24 "
"42060500","11","138,54 "
"53951100","7","94,06 "
"23663100","10","100,76 "
"525939500","10","167,98 "
"22562100","7","117,59 "
"54720100","13","109,14 "
"23808100","1","10,92 "
"22921100","1","3,35 "
"21212100","57","957,50 "
"5822018500","7","88,18 "
"3774020100","7","235,24 "
"23827100","8","403,29 "
"22218100","2","30,24 "
"3773062100","5","336,09 "
"23615100","20","100,67 "
"22598100","1","7,55 "
"23349100","8","100,77 "
"23838100","8","168,00 "
"54680100","46","579,44 "
"22659100","12","40,23 "
"23817100","1","21,00 "
"24080800","771","9.095,20 "
"23596100","3","65,52 "
"23649100","16","93,98 "
"20892100","3","50,39 "
"23680100","23","231,74 "
"24390100","1","50,41 "
"3620126100","2","33,60 "
"22547100","1","10,08 "
"3774014100","6","504,15 "
"7495500","57","478,52 "
"23350100","13","43,59 "
"23557100","1","25,20 "
"22619100","4","50,39 "
"23999100","3","100,82 "
"54807100","1","33,61 "
"23701100","6","60,45 "
"5657231800","1","21,00 "
"23583100","1","16,80 "
"22641100","3","45,35 "
"23956100","19","111,60 "
"19660100","4","168,03 "
"54780100","1","16,80 "
"23606100","1","6,71 "
"23664100","3","32,75 "
"62079100","4","67,19 "
"3620125100","7","117,59 "
"23641100","1","7,55 "
"24199100","2","42,00 "
"17940100","12","30,15 "
"2102168100","5","83,99 "
"2521512500","1","25,20 "
"15109100","4","60,47 "
"84980500","1","12,60 "
"19975100","5","41,98 "
"23613100","35","176,18 "
"86678100","13","163,76 "
"2712800100","3","37,79 "
"53052100","18","226,74 "
"64120100","42","423,18 "
"23844100","2","50,40 "
"24278100","2","42,00 "
"21717100","8","67,16 "
"5972100","7","58,77 "
"86680500","3","25,19 "
"86800500","419","4.573,80 "
"23545100","194","976,52 "
"50617100","6","151,21 "
"14268100","23","96,45 "
"21836100","7","117,59 "
"15888100","57","718,01 "
"18417100","18","604,89 "
"64523100","4","33,58 "
"20274100","21","229,24 "
"20990100","1","12,60 "
"21845100","1","12,60 "
"19480100","9","98,24 "
"23833100","11","138,56 "
"8004500","141","1.539,16 "
"24079800","815","13.005,77 "
"15199100","16","134,32 "
"4413010100","11","18,40 "
"53071100","1","15,12 "
"23920100","4","33,58 "
"24271100","2","26,87 "
"50210100","17","142,72 "
"65010100","10","109,16 "
"4930302100","3","10,06 "
"23337100","1","13,44 "
"54762100","1","6,71 "
"24109100","10","75,55 "
"12104100","1","58,82 "
"1902020500","54","317,19 "
"50720800","56","4.705,41 "
"21715100","4","50,39 "
"69428800","2","58,81 "
"20898100","3","50,39 "
"24012100","10","151,18 "
"69372800","2","48,72 "
"3450112100","1","33,61 "
"3924020500","74","932,15 "
"22960100","2","33,60 "
"23556100","1","67,22 "
"24396100","17","657,00 "
"20415100","4","67,19 "
"2335100","1","16,80 "
"23931100","10","83,95 "
"88191500","358","4.509,58 "
"53896100","3","75,61 "
"3538049500","2","13,43 "
"20301100","1","2,93 "
"23719100","1","6,71 "
"21991100","4","23,50 "
"22220100","13","174,68 "
"22653100","1","6,71 "
"22687100","15","226,76 "
"23235100","1","5,03 "
"87991500","9","98,24 "
"18770100","58","584,38 "
"7199006500","53","667,17 "
"84013500","5","62,98 "
"23456100","8","20,10 "
"15887100","7","70,53 "
"18416100","3","88,21 "
"22682100","1","16,80 "
"24144100","12","262,08 "
"18913100","5","75,59 "
"19104100","7","76,41 "
"22052100","196","2.963,05 "
"70894500","8","33,55 "
"53142100","4","67,19 "
"24118100","7","70,53 "
"22704100","2","100,82 "
"23676100","20","201,51 "
"20382100","4","53,75 "
"3620127100","1","16,80 "
"19292100","5","75,59 "
"22148100","20","251,93 "
"3833010500","5","20,97 "
"53256100","36","241,71 "
"14261100","1","10,92 "
"24393100","1","10,92 "
"3792740100","6","45,33 "
"54707100","3","20,14 "
"19608100","6","15,08 "
"3714010100","1","6,71 "
"84790500","1","8,40 "
"23608100","4","60,47 "
"84080500","44","739,13 "
"79985500","9","37,74 "
"64511100","3","151,24 "
"22906100","11","55,37 "
"24232100","2","20,15 "
"21643100","8","67,16 "
"19211100","297","2.992,45 "
"713003100","9","756,23 "
"22259100","28","93,88 "
"50392100","6","50,37 "
"23675100","3","30,23 "
"87930500","2","8,39 "
"24197100","3","25,19 "
"54787100","110","1.385,63 "
"69493800","2","38,64 "
"15080100","5","20,97 "
"22796100","2","21,83 "
"24018100","38","574,47 "
"24189100","1","10,08 "
"4065360500","6","50,37 "
"65516800","559","7.511,28 "
"19781100","8","10,02 "
"24148100","3","65,52 "
"21686100","10","67,14 "
"22804100","51","642,43 "
"23690100","5","54,58 "
"10150211100","76","318,69 "
"291215100","3","32,75 "
"22948100","87","1.827,00 "
"4814110100","1","8,40 "
"50619100","8","107,50 "
"19491100","2","16,79 "
"69522800","1","20,16 "
"18569100","4","50,39 "
"22572100","14","58,71 "
"23122100","4","84,00 "
"23563100","34","342,57 "
"88231500","62","1.562,51 "
"81320500","27","113,22 "
"21844100","2","25,19 "
"20487100","1","84,03 "
"23639100","1","16,80 "
"23421100","1","42,01 "
"7519500","14","470,47 "
"24078800","509","8.122,62 "
"23852100","45","1.323,15 "
"23943100","1","8,40 "
"19880100","2","15,11 "
"2003010100","7","23,47 "
"21202100","27","340,11 "
"21424100","42","529,06 "
"22149100","43","541,65 "
"50562100","1","12,60 "
"22695100","42","1.058,47 "
"53892100","1","25,20 "
"23438100","3","126,03 "
"64519100","8","80,60 "
"23546100","1","109,24 "
"24011100","13","87,29 "
"22508100","3","63,00 "
"22282100","1","16,80 "
"23140100","2","15,11 "
"5911050500","11","92,35 "
"24077800","333","5.314,01 "
"17922100","7","64,65 "
"6010100","49","411,36 "
"3907010500","1","4,19 "
"50618100","6","126,00 "
"69326800","1","30,24 "
"2346100","12","130,99 "
"23141100","1","7,55 "
"69373800","2","92,42 "
"23961100","3","20,14 "
"54075100","2","16,79 "
"20025100","77","1.164,06 "
"84315500","1","19,32 "
"22228100","15","188,95 "
"64542100","1","12,60 "
"52601500","24","403,16 "
"23712100","9","98,24 "
"23766100","1","11,76 "
"24388100","2","10,07 "
"62220100","2","50,40 "
"154008100","2","50,40 "
"22504100","1","10,92 "
"17815100","1","12,60 "
"54074100","5","37,77 "
"8168500","6","151,21 "
"2521503100","2","40,32 "
"23564100","53","712,16 "
"24087800","197","4.184,90 "
"50292100","24","201,48 "
"24398100","1","33,61 "
"21578100","20","100,67 "
"22626100","3","32,75 "
"21403100","1","33,61 "
"4329101100","31","129,99 "
"22474100","209","2.808,33 "
"22662100","1","5,87 "
"54800100","8","201,61 "
"69324800","1","16,80 "
"15204100","2","21,83 "
"22418100","2","8,39 "
"23206100","1","6,71 "
"4031017500","105","616,76 "
"22907100","17","128,43 "
"22929100","4","20,13 "
"88511500","50","1.260,09 "
"22512100","53","1.558,38 "
"65517800","154","2.328,11 "
"62211100","1","42,01 "
"23392100","1","15,12 "
"23507100","4","13,41 "
"23607100","2","16,79 "
"19288100","4","60,47 "
"24004100","1","12,60 "
"88251500","25","209,88 "
"21721100","2","16,79 "
"22140100","2","11,75 "
"3792794500","2","25,18 "
"64116100","10","125,97 "
"18751100","10","83,95 "
"20023100","2","30,24 "
"17943100","22","240,15 "
"22074100","6","141,13 "
"22654100","11","184,78 "
"2710080500","42","352,59 "
"4015015500","29","316,56 "
"84651500","18","196,49 "
"24066100","5","210,04 "
"23282100","38","223,21 "
"20352100","1","67,22 "
"23744100","17","142,72 "
"69418800","3","113,42 "
"43821010100","2","67,21 "
"22246100","17","49,86 "
"22946100","3","63,00 "
"62037100","1","25,20 "
"23836100","2","42,00 "
"54070100","2","20,15 "
"69362800","2","40,32 "
"81760500","2","16,79 "
"81640500","15","251,97 "
"17796100","2","33,60 "
"82180500","1","16,80 "
"22426100","2","8,39 "
"50612100","3","151,24 "
"24274100","3","63,00 "
"63020100","1","4,19 "
"23723100","19","239,34 "
"87881500","2","20,15 "
"20337100","3","8,80 "
"6200070100","3","201,66 "
"713001500","2","168,05 "
"23773100","1","23,52 "
"50932100","1","5,87 "
"22050100","12","70,49 "
"19632100","3","25,19 "
"23895100","1","25,20 "
"24305100","2","8,39 "
"24111100","2","10,07 "
"21251100","6","75,58 "
"3704500","15","378,03 "
"87850500","162","2.721,32 "
"16825100","21","211,59 "
"81912500","9","75,56 "
"22703100","1","33,61 "
"3707506100","1","5,03 "
"23737100","1","50,41 "
"19213100","84","1.058,11 "
"64030100","14","141,06 "
"22679100","23","193,09 "
"23908100","7","176,41 "
"15195100","79","165,30 "
"16757100","1","5,87 "
"21883100","42","105,53 "
"54093100","3","32,75 "
"21573100","7","35,24 "
"4011010100","9","37,74 "
"4011030500","4","26,86 "
"54072100","1","25,20 "
"22664100","8","80,60 "
"17132100","2","67,21 "
"23075100","1","23,52 "
"4381640100","14","411,65 "
"21849100","13","163,76 "
"20988100","13","65,44 "
"5631100","2","33,60 "
"15895100","1","50,41 "
"536100500","4","33,58 "
"23496100","1","6,71 "
"8444500","1","12,60 "
"63061100","3","20,14 "
"21349100","4","16,77 "
"21105100","6","15,08 "
"23627100","7","117,59 "
"70897500","2","16,79 "
"69370800","6","181,46 "
"18176100","3","37,79 "
"2002030100","5","16,76 "
"54050100","15","163,74 "
"23442100","7","29,35 "
"54112100","1","25,20 "
"63010100","28","940,94 "
"23271100","5","83,99 "
"19289100","3","45,35 "
"22947100","99","1.496,64 "
"53143100","3","75,61 "
"62142100","7","176,41 "
"20198100","11","36,88 "
"23286100","1","58,82 "
"18749100","4","30,22 "
"24089800","629","5.280,46 "
"70891500","8","33,55 "
"54054100","13","109,14 "
"799801500","2","16,79 "
"23343100","2","42,00 "
"19220100","13","327,62 "
"24198100","70","764,12 "
"23205100","27","272,04 "
"69296800","1","30,24 "
"23632100","1","6,71 "
"21905100","408","18.853,72 "
"23863100","29","974,55 "
"23946100","2","25,19 "
"23600100","2","13,43 "
"24085800","38","319,01 "
"20889100","1","29,40 "
"23422100","1","21,00 "
"19270100","2","8,39 "
"22322100","5","126,01 "
"5822019500","4","50,39 "
"22573100","42","211,41 "
"86630500","1","8,40 "
"5874050500","3","17,62 "
"69422800","1","33,61 "
"22421100","1","15,12 "
"82365500","1","8,40 "
"53055100","1","16,80 "
"15940100","8","120,94 "
"8409100","5","67,19 "
"23994100","1","16,80 "
"50630100","5","168,03 "
"22824100","1","23,52 "
"23393100","2","30,24 "
"79173100","1","6,71 "
"50297800","3","32,75 "
"64520100","7","35,24 "
"22243100","1","5,87 "
"22550100","4","40,30 "
"22433100","2","13,43 "
"53953100","6","120,96 "
"1902010500","3","12,58 "
"4214062100","4","20,13 "
"64514100","9","60,43 "
"23348100","1","5,03 "
"23638100","10","75,55 "
"24120100","1","16,80 "
"22135100","2","11,75 "
"50251100","78","589,26 "
"22623100","7","76,41 "
"23689100","15","251,97 "
"81340100","13","273,00 "
"22250100","4","67,19 "
"3751450100","10","25,13 "
"24291100","1","21,00 "
"23969100","3","8,80 "
"566135500","16","134,32 "
"20828100","1","10,92 "
"22178100","2","47,04 "
"22463100","4","53,75 "
"23500100","1","21,00 "
"54097100","12","130,99 "
"69322800","1","22,68 "
"23223100","2","13,43 "
"20681100","5","62,98 "
"23862100","7","294,06 "
"18993100","39","589,59 "
"19685100","53","133,17 "
"69288800","1","24,36 "
"16820100","9","98,24 "
"19886100","5","62,98 "
"21841100","2","25,19 "
"22541100","8","46,99 "
"4364401100","1","16,80 "
"54803100","1","29,40 "
"7158200500","8","67,16 "
"1922021500","1","5,87 "
"2102167100","11","184,78 "
"21720100","3","63,00 "
"22488100","2","25,19 "
"23783100","6","25,16 "
"179204800","2","92,42 "
"5639100","110","1.847,81 "
"87851500","8","134,39 "
"23133100","5","54,58 "
"20413100","1","12,60 "
"6020100","10","67,14 "
"24303100","2","8,39 "
"23582100","3","25,19 "
"6823010500","79","331,27 "
"86450500","1","21,00 "
"22313100","53","712,16 "
"87098500","8","100,77 "
"24060100","3","15,10 "
"69483800","2","75,61 "
"24014100","20","134,29 "
"3809024500","3","32,75 "
"23621100","3","50,39 "
"84341500","8","120,94 "
"19106100","2","16,79 "
"22520100","85","713,58 "
"63015100","17","357,00 "
"69316800","3","68,04 "
"69283800","3","90,73 "
"23200100","1","6,71 "
"24272100","1","42,01 "
"86506500","4","33,58 "
"22460100","9","30,18 "
"65508100","13","546,11 "
"69304800","3","57,96 "
"23849100","3","45,35 "
"3774021100","8","201,61 "
"64121100","10","100,76 "
"23917100","14","152,82 "
"22455100","1","13,44 "
"50933100","6","40,29 "
"24397100","3","115,94 "
"19194100","8","40,27 "
"24439100","1","3,35 "
"19214100","3","63,00 "
"22402100","4","134,42 "
"4031040500","129","1.841,77 "
"35454500","31","260,25 "
"23585100","4","11,73 "
"53897100","4","100,81 "
"81440500","35","440,88 "
"23948100","2","30,24 "
"7820100","10","134,37 "
"23068100","2","10,07 "
"23525100","1","16,80 "
"22314100","1","25,20 "
"2521320100","1","25,20 "
"50483100","3","403,34 "
"23644100","8","80,60 "
"24310100","4","26,86 "
"3440803100","32","537,55 "
"2521499100","26","873,73 "
"80351500","7","117,59 "
"18394100","2","84,02 "
"87690500","6","25,16 "
"73361100","2","50,40 "
"23648100","21","211,59 "
"23691100","3","45,35 "
"22642100","3","32,75 "
"19405100","3","12,08 "
"3657530500","2","8,39 "
"5410232500","93","1.562,24 "
"23703100","6","100,79 "
"15165100","15","251,97 "
"50561100","3","37,79 "
"22057100","4","40,30 "
"22283100","2","47,04 "
"23535100","1","15,12 "
"22284100","5","83,99 "
"21644100","11","166,29 "
"23775100","1","50,41 "
"7196500","1","8,40 "
"23657100","1","7,55 "
"300214100","6","65,50 "
"8754500","31","129,99 "
"17818100","12","352,84 "
"21842100","1","12,60 "
"8757500","1","21,00 "
"22689100","15","251,97 "
"14383100","18","75,48 "
"22465100","2","26,87 "
"22001100","21","317,47 "
"38331500","1","6,71 "
"23381100","3","30,23 "
"23953100","3","70,56 "
"16749100","1","21,00 "
"22133100","9","113,37 "
"22957100","2","67,21 "
"53430100","2","53,76 "
"5970100","233","1.760,22 "
"7050100","48","806,32 "
"21106100","7","23,47 "
"21723100","3","50,39 "
"88040500","5","83,99 "
"23937100","1","10,92 "
"87603500","7","58,77 "
"22432100","4","67,19 "
"3774022100","3","100,82 "
"20985100","12","90,66 "
"23534100","1","25,20 "
"69122800","1","25,20 "
"20980100","15","188,95 "
"21254100","2","25,19 "
"23566100","4","50,39 "
"23416100","7","70,53 "
"20977100","12","130,99 "
"22569100","1","8,40 "
"43821054800","1","21,00 "
"24259100","1","15,12 "
"23633100","11","166,29 "
"87840500","8","134,39 "
"24102100","5","168,03 "
"83760500","6","50,32 "
"17879100","11","120,08 "
"591272500","1","15,11 "
"23536100","5","126,01 "
"22938100","2","8,39 "
"23751100","3","20,14 "
"18936100","7","105,82 "
"20900100","54","589,46 "
"23085100","1","33,61 "
"88022500","1","10,91 "
"24430100","6","30,20 "
"10650111100","8","20,10 "
"24074800","737","12.792,97 "
"18411100","3","50,39 "
"22422100","8","33,55 "
"54813100","6","50,37 "
"23702100","6","65,50 "
"65515100","3","63,00 "
"54067100","12","80,57 "
"18752100","1","5,03 "
"54838100","1","12,60 "
"87102500","1","8,39 "
"22177100","4","50,39 "
"23216100","7","88,18 "
"64020100","7","52,88 "
"23967100","1","7,55 "
"21104100","4","10,05 "
"22151100","1","15,12 "
"86340500","3","25,19 "
"24269100","2","50,40 "
"3901010100","1","5,03 "
"17177100","1","5,87 "
"23611100","47","710,53 "
"24084800","23","193,09 "
"22468100","7","94,06 "
"23255100","1","6,71 "
"54068100","20","151,09 "
"54096100","3","50,39 "
"24081800","846","16.344,13 "
"1323090100","1","5,87 "
"18168100","1","9,24 "
"5410230500","56","611,30 "
"50705100","1","84,03 "
"24122100","2","20,15 "
"62000100","4","84,00 "
"23892100","5","41,98 "
"19652100","1","25,20 "
"22134100","5","10,46 "
"1264643500","31","338,40 "
"3703100","45","566,85 "
"22456100","14","188,12 "
"69453800","1","24,36 "
"21655100","259","3.915,46 "
"2901030500","39","196,31 "
"22107100","4","117,61 "
"20177100","2","10,07 "
"5420300500","28","235,06 "
"23183100","2","33,60 "
"64515100","4","43,66 "
"24304100","1","4,19 "
"24082800","203","3.921,82 "
"1091990100","1","8,40 "
"2126100500","1","8,40 "
"23724100","74","932,15 "
"1201073100","2","33,60 "
"50582100","17","357,00 "
"24090800","709","6.393,23 "
"24076800","515","12.978,88 "
"19979100","2","30,24 "
"50571100","2","33,60 "
"50223100","1","15,12 "
"73872800","1","29,40 "
"22792100","18","226,74 "
"23609100","2","16,79 "
"23789100","2","16,79 "
"54671100","6","75,58 "
"24324100","2","20,15 "
"69357800","1","22,68 "
"20899100","73","919,55 "
"23517100","3","126,03 "
"63011100","15","630,13 "
"18768100","6","100,79 "
"21641100","16","93,98 "
"7585500","419","4.573,80 "
"86932500","22","184,69 "
"2126020500","2","16,79 "
"4340033100","1","29,40 "
"20631100","1","58,82 "
"2235504100","53","667,62 "
"84351500","18","272,12 "
"22926100","1","33,61 "
"16646100","3","126,03 "
"23430100","3","45,35 "
"15197100","4","5,01 "
"64015100","20","134,29 "
"19273100","2","8,05 "
"21653100","4","20,13 "
"18776100","34","342,57 "
"22625100","3","55,44 "
"50622100","37","248,43 "
"81390500","3","25,19 "
"53061100","2","33,60 "
"24516100","3","75,61 "
"24140100","1","16,80 "
"3450121100","1","16,80 "
"22669100","3","20,14 "
"22165100","2","67,21 "
"21722100","22","240,15 "
"23654100","99","1.663,03 "
"18914100","2","58,81 "
"21206100","2","16,79 "
"22660100","6","60,45 "
"69398800","6","115,92 "
"19981100","1","15,12 "
"3201010100","3","70,56 "
"23441100","13","54,51 "
"23640100","3","15,10 "
"24447100","2","10,07 "
"23982100","4","26,86 "
"23804100","3","50,39 "
"24015100","24","362,82 "
"17877100","2","16,79 "
"22342100","52","436,54 "
"16756100","10","58,74 "
"3790120100","21","158,65 "
"24088800","11","120,08 "
"3833041500","1","6,71 "
"5637100","17","214,14 "
"62136100","1","33,61 "
"24408100","2","67,21 "
"19667100","4","100,81 "
"866761500","123","1.549,38 "
"23590100","2","25,19 "
"3440112100","2","50,40 "
"64125100","19","207,40 "
"8755500","4","67,19 "
"17210102100","10","50,34 "
"22072100","16","241,88 "
"54811100","2","13,43 "
"4366190100","6","30,20 "
"17092100","3","70,56 "
"2015012500","7","352,88 "
"8433500","4","50,39 "
"23763100","5","58,78 "
"21758100","1","46,21 "
"24401100","1","10,92 "
"290221100","9","98,24 "
"3010411100","1","12,60 "
"20475100","3","37,79 "
"2307100","7","70,53 "
"64518100","4","26,86 "
"23845100","5","41,98 "
"819113500","4","117,61 "
"23800100","1","21,00 "
"23636100","26","436,76 "
"53010100","12","70,49 "
"88166500","1","8,40 "
"7117001500","10","67,14 "
"86675100","15","188,95 "
"23679100","30","302,27 "
"88241500","5","83,99 "
"21772100","3","176,45 "
"54696100","11","36,88 "
"69320800","1","16,80 "
"20987100","2","21,83 "
"14112100","7","47,00 "
"307532500","1","8,40 "
"2712954500","2","50,40 "
"23735100","3","37,79 "
"900060100","1","75,62 "
"24328100","9","98,24 "
"21575100","2","25,19 "
"21933100","2","10,07 "
"65514100","2","50,40 "
"21936100","4","16,77 "
"22343100","10","83,95 "
"23303100","1","8,40 "
"22648100","4","60,47 "
"15941100","9","136,06 "
"22647100","6","50,37 "
"22596100","8","60,44 "
"3620111100","4","50,39 "
"23130100","1","10,92 "
"22522100","2","25,19 "
"15729100","106","444,49 "
"16705100","3","70,56 "
"23579100","3","8,80 "
"819117500","1","29,40 "
"2341100","56","705,41 "
"2521481100","1","25,20 "
"24100100","3","50,39 "
"23622100","1","5,87 "
